city,count
PERRINEVILLE,1
WEEMS,4
FRAMETOWN,1
MUNDELEIN,144
HAYFIELD,1
MOUNT ENTERPRISE,6
NAMPA,334
PLEASANT GRV,18
CASTALIAN SPRINGS,11
SAINT CROIX FALLS,13
SAMSON,12
EAST BERNSTADT,7
TOPTON,8
RICHLAND SPRINGS,4
LYON,2
TALLADEGA,53
LA HABRA,178
ASPINWALL,3
COLLEGE PLACE,24
WICHITA FALLS,338
IOWA CITY,126
CONCORD TWP,1
HADDONFIELD,51
JOHNSON CITY,230
EVENING SHADE,5
BUZZARDS BAY,14
FRENCHBURG,4
LYND,1
MAPLE RAPIDS,1
SPRING,1974
INDIAN LAND,88
LEWIS CENTER,123
BLOXOM,6
ALBION,103
ARNAUDVILLE,32
HMBG,1
SMITHSBURG,22
SOUTH EL MONTE,34
GLENDO,2
LYNN,99
MUTUAL,1
WAYNE,274
CUBA CITY,5
STINNETT,3
EAST SMETHPORT,2
LYNX,1
KAYCEE,1
SHORTSVILE,1
LEOPOLD,2
SPRINGTOWN,107
ASPEN,28
EARLTON,4
NYSSA,9
PINE CITY,38
MT HOLLY,13
ALMIRA,2
FORT SALONGA,2
HANSON,19
WYMORE,2
IDAVILLE,1
LYNDONVILLE,12
ELLENWOOD,175
BROWNVILLE,5
DEVINE,29
BLUE SPRINGS,234
WESTPOINT,4
ALVATON,14
STELLA,12
SENNETT,1
FERRIDAY,8
HINESVILLE,156
ARIZONA CITY,84
DEL RIO,84
HARDENVILLE,1
KENTLAND,7
LAKE HARMONY,9
BERINO,2
CHESTERHILL,1
NORTHRIDGE,325
RED FEATHER LAKES,7
PURCELL,22
CAMBRIDGE SPRINGS,8
JERMYN,4
COYLE,1
CHALFONT,79
HOOSICK FALLS,22
PORT WASHINGTON,84
ETOILE,4
DAVENPORT,1355
BABYLON,32
FARLEY,4
LAMPASAS,25
ROCKY HILL,74
O KEAN,1
JARALES,3
FARLER,1
GRUETLI LAAGER,3
BRATENAHL,6
CASTLE CREEK,5
POPLARVILLE,31
CAPAC,6
TEMPLE CITY,124
DURANT,70
WHITNEY POINT,10
WEST BROOKFIELD,5
COALPORT,5
GEARY,4
LOMA LINDA,75
WHITE HOUSE,58
NEW MEADOWS,3
CAPAY,1
EVANS MILLS,4
FORESTBURG,2
HOWARDWICK,1
ITALY,8
YARROW POINT,1
MARANA,190
COLD SPRINGS,9
CLIFTON HILL,1
STEVENSBURG,2
JAMAICA,249
CANYONDAM,1
SCHODACK LANDING,2
WESTERNPORT,6
MANTENO,33
WHITESTONE,61
BABCOCK RANCH,9
OLMSTEDVILLE,3
BASCOM,3
AIRMONT,25
BRANCHPORT,2
JERSEY CITY,779
SPRAGUEVILLE,2
HANSKA,2
BACONTON,7
NORTH WALPOLE,3
NEGAUNEE,18
WEST OSSIPEE,1
SEASIDE PARK,31
BRANSON,94
LONDON MILLS,1
CROSWELL,14
POULSBO,83
REDGRANITE,2
SMACKOVER,4
GILLETT,9
BLUE ASH,46
VLY COTTAGE,1
WESTERLY,66
TOWN OF TONAWANDA,3
FARRELL,8
BROADVIEW HEIGHTS,35
RIDGEFIELD PARK,32
WESTERLO,6
HELMETTA,11
MCADOO,5
DURAND,30
RACINE,281
SELFRIDGE,1
FORT KNOX,4
CAMERON,140
CINCINNATI,2125
GEYSERVILLE,6
DOLTON,86
MILLPORT,8
LADOGA,5
SALTON CITY,2
PURYEAR,7
PETROLIA,6
LORENA,36
HIDDENITE,7
HORNBEAK,4
CASTROVILLE,48
PENNSYLVANIA FURNACE,4
DALTON GARDENS,6
SAINT ANSGAR,11
DAISY,2
SCHAGHTICOKE,3
PAGELAND,25
PLEASANT RIDGE PLT,1
VALHALLA,14
OCEAN RIDGE,26
DENTSVILLE,1
PLAIN,1
LAYLAND,1
HEAVENER,4
MORSE BLUFF,2
EARLINGTON,3
FGDG,1
KING FERRY,1
ROCK RAPIDS,3
CONYERS,345
WOLF POINT,10
HENDERSONVILLE,335
PROSPECT PARK,32
SOUTH BEND,435
ELLAVILLE,7
METROPOLIS,18
WELAKA,14
WITTENBERG,1
OKOBOJI,2
STANLEY,72
GLADBROOK,3
THE DALLES,39
VALENCIA,254
MORRISTON,23
LITTLE EGG HARBOR,2
BELVIDERE CENTER,1
LONE JACK,16
EDDY,11
HORNBECK,7
5555,1
CONNEAUTVILLE,4
LITHIA SPGS,19
ROYERSFORD,73
AMELIA,82
HANSVILLE,11
GOULDBUSK,2
PRESQUE ISLE,31
HEISKELL,5
LOAMI,1
ELCHO,1
BABBITT,9
DUNGANNON,1
DAIRY,1
NEW EDINBURG,1
OSAGE CITY,14
LOCH ARBOUR,1
TUNICA,3
GOUVERNEUR,10
ASSUMPTION,6
IRONTON,66
WILLOUGHBY,63
WALTHILL,1
SHAWBORO,2
SOUTH RANGE,8
PERKINSVILLE,2
BLUE BELL,60
KEEWATIN,5
FRANKFORD,35
ROELAND PARK,23
OAKWOOD HILLS,8
GLENVIL,1
IVYTON,1
MC CRORY,4
MOSHEIM,14
FORREST,5
GREENTOP,3
CATHEDRAL CTY,16
GREENLEAF,12
WOOD LAKE,1
FRIENDSHIP,30
PARK HILL,11
SANDOWN,19
FRANKFORT,328
GLENS FALLS,44
GRAY COURT,17
CHARLESTOWN,196
VOORHEESVILLE,15
LAQUEY,7
MASSENA,30
EDEN,97
AMERICAN CANYON,71
SIGEL,2
BLOOMDALE,6
LUTHER,24
MECOSTA,6
WOODHAVEN,58
MARRIOTTSVL,5
CRESCENT CITY,123
MURPHYSBORO,35
APULIA STATION,1
NORTH CANTON,100
DEBOIS,1
WSHNGTN CT HS,13
LAKE ELSINORE,401
MAYSVILE,1
STINESVILLE,1
WALLOON LAKE,2
ALICEVILLE,2
VIBURNUM,3
SUWANEE,402
LAUGHLINTOWN,1
LISBON FALLS,6
MOORESBORO,16
BARTONSVILLE,6
DAHLGREN,3
LEHIGHTON,45
LAWERS,1
LOCH HILL,2
LIMERICK,20
WORTHINGTON,69
NEW BERLIN,137
DEL REY,5
IRON STATION,16
SOPERTON,19
WINNEMUCCA,45
LOS ANGLES,2
LOSTINE,1
ROXBORO,30
TUSKEGEE INSTITUTE,5
MCMURRAY,14
PENFIELD,42
MOUNDS VIEW,20
PLYMPTON,7
NEWELL,7
PINEHURST,108
DEFOREST,48
KANEOHE,34
JHDSJH,1
PLEASANT GAP,8
RNCHO CORDOVA,18
DOVER FOXCROFT,10
FISH CAMP,3
TARKIO,3
FAKEST CITY,1
TARPON SPNGS,1
BIG LAUREL,1
JONES,30
SAINT JOHNSVILLE,6
CRYSTAL,62
SCHUYLER,15
SUTTONS BAY,9
REHOBOTH BEACH,79
LIBERTY HILL,129
N LITTLE ROCK,53
PIPERTON,6
BURLEY,27
LENORAH,1
BOGOTA,30
BRADYVILLE,9
SAINT SIMONS IS,7
GARNETT,25
ZAHL,1
ZIRCONIA,3
SOUTH GRAFTON,3
DEMOTTE,40
TWIN FALLS,107
LINTHICUM,6
SMITHLAND,7
SANDYVILLE,3
PORT GIBSON,11
CENTER HARBOR,3
SPRINGFIELD GARDENS,25
PORT JERVIS,20
CONNELL,5
SN BERNRDNO,51
MILLINOCKET,6
BERGENFIELD,81
DANIEL,2
ROBINSON,72
TASWELL,2
VESTABURG,8
HOWLAND,1
WESTERVILLE,274
COOPER,8
ELDERSBURG,14
NORTH FT MYERS,9
MONTOUR FALLS,3
TOUGHKENAMON,3
BROOKSBURG,1
SOUTH NEW BERLIN,3
WAIALUA,4
KAYENTA,1
YELLOW PINE,1
BUNNELL,58
ZAPATA,9
EOLIA,5
JHDSJHDS,1
PIERCETON,11
JEFFERSON HILLS,10
ADIRONDACK,2
ANTRIM,7
GOLD RIVER,50
VANDERGRIFT,25
EDON,5
OAKS,1
BOWLING GREEN,415
TRUMBULL,153
LANESBORO,2
MAUCKPORT,1
E CLEVELAND,4
DALE,21
IJAMSVILLE,25
MARIANNA,83
SHIRLEY,87
WURTSBORO,13
EDNA,26
GLENDIVE,26
GRIMSLEY,1
EASTPOINT,29
SUNNY ISLES BEACH,188
GOODFIELD,4
RIVER RIDGE,26
SINGER,3
MORONI,2
EAST LANSDOWNE,4
ITTA BENA,5
FORT THOMAS,29
COLONIAL HEIGHTS,52
HATTIESBURG,184
NATALIA,10
NOVINGER,3
SCIENCE HILL,16
PLANO,1440
RANBURNE,5
WAKE FOREST,160
SUBIACO,2
NEWPORT,364
MILLERSVIEW,1
HIBERNIA,1
SCOTT CITY,26
NANCY,19
BERMUDA RUN,6
MARLBOROUGH,73
WHITERIVER,2
BRAZOS BEND,1
UPPER BLACK EDDY,7
SUNSHINE,3
POCONO LAKE,21
SWISHER,5
SAINT CLAIR,92
DANE,4
GEORGE SCHOOL,3
DANA,3
SIMI VALLEY,518
WADMALAW IS,4
PROCTORSVILLE,2
MUNCY,11
PITTSTOWN,20
ENCINO,180
HI VISTA,1
JACKSONBURG,1
PATRIOT,8
ERWINNA,3
GOLD CANYON,113
GUILFORD TWP,1
TAKOMA PARK,42
MUNCIE,215
MORTONS GAP,1
THRALL,6
NORTH PRINCE GEORGE,13
PRICETON,1
MOREHEAD,30
ENDERLIN,4
GUNTER,14
MANVEL,181
WASHINGTON TWP,4
YARDLEY,117
ESTELL MANOR,3
GOTHAM,1
WASHINGTON XING,1
LAKE STATION,38
SOUTH LAKE,3
ARBELA,1
BALLSTON LAKE,35
EAST ORANGE,138
PLAZA,1
CTR OSSIPEE,3
POINT MARION,3
HANSEN,9
LEEDS,48
KISSIMMEE,2399
FREDERICKSBURG,651
ROGERS,264
THE VILLAGE,22
WYOMISSING,30
RINER,4
TRIPLOI,1
MIDVILLE,5
CARLETON,14
ELKFORK,2
CENTRAL CITY,162
GALLUPVILLE,1
WILLOUGHBY HILLS,24
WENHAM,4
LUTTRELL,7
SALTAIRE,3
JACKSONVILLE BEACH,264
COPENHAGEN,5
COLERAIN,2
GATESVILLE,44
COHASSET,22
CUSTER CITY,2
MONCURE,2
DOOLING,1
GREENEVILLE,124
AZLE,162
DALEVILLE,46
FALCON HEIGHTS,9
FORT LEONARD WOOD,3
WATERFORD,436
CRIDERS,1
MORRICE,5
LONE GROVE,5
SAINT ALBANS,101
APPOMATTOX,26
NORTH CHARLEROI,1
ROUND O,11
GLASSPORT,8
ROUND LAKE,76
LEVERING,6
CEDARVILLE,19
FAIR BLUFF,2
SIOUX FALLS,546
GREENBRIER,91
INDIAN LAKE,4
PLATO,13
LADORA,2
YPSILANTI,209
FORT STOCKTON,20
RIO DELL,15
CDR PRK PNS,1
WHITESTOWN,39
BLUNT,1
ARLEY,16
IDLEWILD,3
CLARK MILLS,2
GUERNSEY,1
ARLEE,1
TIMNATH,31
MIDDLEPORT,18
N BROOKFIELD,1
NEW KINGSTON,2
PEARSON,8
SENATOBIA,25
ERVING,4
SHUSHAN,3
CARTERSVILLE,224
BRISTOLVILLE,5
EAGLE BAY,1
PEMBERTON,20
SYKESTON,1
DURBIN,2
EQUINUNK,2
RICHMONDVILLE,6
ORTONVILLE,48
WESTCHASE,4
SANDY RIDGE,3
CORNETTSVILLE,1
ELLIS GROVE,2
WEBSTER,264
PLEASANT GDN,3
LA QUINTA,237
TELLICO PLAINS,16
ORCHID,5
SAGAMORE HLS,2
BONNEAU,17
LOCUST HILL,5
ROSSBURG,2
TROUT CREEK,3
ANNAWAN,4
URBANA,140
MARKLEYSBURG,4
STATE LINE,5
SELKIRK,18
SCOTLAND NECK,6
TOWANDA,23
MISSION,336
TILGHMAN,2
TALLAPOOSA,17
WEYMOUTH,42
MC ALLISTER,1
YAMPA,2
SAND ROCK,1
SCIOTOVILLE,4
MANSFIELD CTR,1
GHEENS,2
MC ALISTERVILLE,4
WHT SPHR SPGS,6
OZAWKIE,7
FORT EDWARD,16
GLENFORD,4
OLD MONROE,7
HAINESVILLE,17
HOPKINSVILLE,67
NEWPORT NEWS,427
EVART,15
SHELTER IS,1
CHESTERTOWN,41
JUSTIN,106
UPPER SANDSKY,5
WAUPUN,24
JACKSON SPGS,2
CARTERSBURG,3
HANLONTOWN,1
FORESTHILL,44
CHURCH CREEK,2
ERWIN,43
TAJIQUE,2
CHADBOURN,10
FULTONVILLE,3
PERHAM,18
OSTERVILLE,9
HOLLY SPRINGS,146
SCHELL CITY,1
BROADMOOR VLG,1
DOTHAN,203
TARAWA TERRACE,1
FARMINGTON,617
SIESTA KEY,57
HATCH,5
EDISON,285
MINGO JCT,2
EVARTS,3
GARBERVILLE,5
MAYNARDVILLE,15
RIPON,159
ASHFORD,31
RICHLAND HILLS,29
KITZMILLER,3
SEAL BEACH,71
ANNADA,2
KEW GARDENS,15
WINTERGREEN,1
MUSKEGON HEIGHTS,12
WAUKESHA,223
NORTH LOUP,1
SUPERIOR,112
HAWLEY,75
STODDARD,4
SHAMONG,34
STAMFORD,406
SOUTH BARRINGTON,32
SMARTSVILLE,7
HYANNIS,31
EAST EARL,7
WESSON,11
RAINELLE,4
RUSSO,1
BEACON FALLS,24
COLONIAL BEACH,32
STANHOPE,45
STEEP FALLS,1
HUGHES,4
NEEDHAM HEIGHTS,7
MIKADO,5
DVUALL,1
NORTH EASTON,22
LEETONIA,13
SAXTON,2
TIDEWATER,3
EVANS,245
EVANT,2
CHAUTAUQUA,1
WHITE SALMON,12
NEW SPRINGFLD,1
CORWITH,1
SANTA ANNA,3
GREEN COVE SPRINGS,131
BAY SPRINGS,10
SEVEN MILE,4
FRONTIER,1
HUSTISFORD,5
WOLFLAKE,1
BLUEJACKET,1
VALLEY GRANDE,15
EASTPOINTE,92
ONEKAMA,1
FRAZIERS BTM,2
POTTER,3
WILLISBURG,3
COS COB,15
BRAYTON,1
FORT LUPTON,43
HEISLERVILLE,2
HYDE PARK,62
EAST BALDWIN,1
HALLAM,4
EVERGLADES,1
CALLANDS,4
TYGH VALLEY,4
SAN BRUNO,170
CHEYENNE WELLS,3
HORN HILL,1
UPSALA,2
WENDEN,1
MONTICELLO,325
GILSON,2
GLENWOOD SPGS,14
DAVISBORO,3
PADEN,5
PORTAGE DES SIOUX,3
BERRIEN SPRINGS,19
N FALMOUTH,3
MERCHANTVILLE,15
HOWELLS,1
BALSAM,2
GLEN MILLS,50
EASTHAM,24
CHARLTON HEIGHTS,1
RED VALLEY,1
JUNEAU,25
CLAY SPRINGS,3
DIANA,14
BORRON,1
ELDON,39
DEWEY,67
BLUE RIVER,11
YANKEE HILL,1
NINE MILE FLS,7
PEAK,3
COLSTRIP,6
DEWITTVILLE,3
TOMALES,1
BLUEBELL,2
ROSELAND,37
ALTA LOMA,29
THE COLONY,241
SHEFFIELD VILLAGE,14
CRAWLEY,2
CARDINAL,1
COLMESNEIL,8
BALDWINVILLE,2
ETHELSVILLE,2
QUEENSTOWN,10
WEST FRIENDSHIP,8
ATASCOCITA,49
KENAI,18
SHENANDOAH JUNCTION,2
DE RUYTER,5
RYEGATE,3
KASSON,14
ROSEMOUNT,117
LITLETON,1
BELFAST,13
NATRONA HEIGHTS,21
FAIR OAKS RANCH,29
BOYERS,3
PECK,3
NEW RUSSIA,1
ZEPHYR,1
MONARCH,2
HULBERT,10
LOG LANE VILLAGE,1
CRANE,20
HIGHLAND VLG,6
GUN BARREL CITY,27
ORELAND,26
MOUNTAIN HOME AFB,1
ORANGEVILLE,17
KYBURZ,3
LONG ISLAND CITY,164
LA GRANGE,162
SAINT JAMES CITY,31
KNIFE RIVER,1
REFUGIO,12
PHILLIPS RANCH,3
HAZLE TOWNSHIP,20
CHATOM,4
MORGANTON,98
ORCHARD,3
S PORTLAND,8
GRAND LAKE STREAM,1
SANTA CLARITA,688
OCONOMOWOC,81
DOVER PLAINS,12
LAIRD HILL,1
MASHANTUCKET,2
WICKLIFFE,49
ELMORE CITY,8
SHEPHERDSTOWN,9
OKOLONA,8
KEYMAR,11
SPRING MILLS,3
LEMPSTER,1
SPRINGER,2
GREEN RIDGE,8
MATLACHA,19
MEANS,3
NEW KINGSTOWN,4
ISELIN,57
CHESAPEAKE,805
BOULDER JUNCTION,4
HEBER CITY,90
GRASS LAKE,15
FORT MEADE,53
BAR NUNN,11
CRAIG,55
BETHEL SPRINGS,5
CAMPBELLSVILLE,28
S MILWAUKEE,8
POCATELLO,126
GETTYSBURG,51
TROUT LAKE,3
CONEWANGO VLY,1
DEEP GAP,6
SUN CITY WEST,233
TAMMS,1
SPRINGFI,1
ROACH,6
MAULDIN,57
REYNOLDSVILLE,16
SNOW,1
FRONTENAC,19
HOLDENVILLE,13
ST PAUL PARK,5
AMHERST JUNCTION,3
SHORELINE,173
CROOKSVILLE,12
NEWARK,1415
LENOIR CITY,86
FAYETTE,45
FERDINAND,7
COEYMANS,3
SCHWENKSVILLE,73
NEENAH,99
EVANGELINE,2
COZAD,16
EAST ELMHURST,42
LA MARQUE,100
TAMPA PALMS,2
NETARTS,1
TAMPA,5148
LYTTON,1
AROMAS,17
E GREENWICH,1
PIRTLEVILLE,4
CLIFFORD,6
HOLLIS CENTER,4
WHITE SWAN,1
GORDONSVILLE,29
WAPATO,15
TALKEETNA,6
RACHEL,2
HIGHTSTOWN,13
WHITE LAKE,89
CHUNKY,4
TWINSBURG,57
CARNEGIE,59
VALMEYER,2
ROUND POND,2
ELLICOTTVILLE,7
NEW VIENNA,8
UHRICHSVILLE,20
TENINO,14
CLARKRIDGE,3
BARKSDALE,1
LEBANON,868
DEL CITY,66
ANDREWS,107
ROWLAND HEIGHTS,115
MEARS,11
DONALDS,7
FIVE POINTS,7
MALVERNE,15
MINER,1
RUTLEDGE,28
HENDRICKS,1
IMPERIAL BCH,5
HALF WAY,4
SUNLAND,71
BLOUNTSVILLE,22
MONTEGUT,9
HILLIARDS,2
LOST CREEK,10
PESHTIGO,5
SIGNAL HILL,37
FUQUAY VARINA,131
HAZEL GREEN,55
TUSCARORA,1
LAUGHLIN,32
DESCANSO,8
NORTH BONNEVILLE,1
ELMONT,56
VERNON ROCKVL,6
AU GRES,6
WOOLDRIDGE,2
EAST MACHIAS,7
CROGHAN,3
PLEASANT RIDGE,11
BAGDAD,111
SN PEDRO,1
TOWER,7
WESTBY,3
BABCOCK,1
HAMSHIRE,5
HARTWELL,63
GRUETLI LAAGR,1
NEW TOWN,4
HAVERSTRAW,12
CHESAPEAKE CITY,4
WHISPER PNES,1
MINCO,6
NEWFIELD,35
PONCA,6
UNEEDA,1
HOMER CITY,15
BRUNSWICK,428
SUMPTER,3
PENN,3
TALLASSEE,40
SAN LUIS OBISPO,186
MAURERTOWN,3
MANTECA,551
PINE HILLS,3
WINDHAM,102
MANASSAS PARK,43
BONETRAILL,1
ROCKAWAY PARK,13
CALVERT,6
GRANGER,100
GREEN BANK,1
STRAWBERRY,11
CHAMISAL,1
MILL NECK,1
SOUTH CAIRO,1
MONARCH BEACH,1
WEST HYATTSVILLE,1
CASTLE HILLS,12
FOSTERS,3
ELMORA,2
SATSUMA,58
ELMORE,22
FAWN GROVE,2
KENNETT SQUARE,53
COMBINE,7
E DUBLIN,1
DELAWARE,211
KENLY,17
BEACH,4
ICKINSOND,1
COTTONWOOD HEIGHTS,41
BRIDGER,5
CHESTNUT HILL,16
GLEN ELDER,1
READSBORO,2
PINCONNING,15
DANNEBROG,3
BROWERVILLE,8
DECORAH,32
RICH SQUARE,1
FESTUS,118
QUITMAN,73
COUNCIL BLUFFS,143
AMELIA CT HSE,9
PEOA,1
KENNA,3
VERONA BEACH,1
COVINGTON,822
W BURLINGTON,2
JENKINS TWP,1
CARROLLS,1
WELEETKA,1
BURWELL,6
CLARKS GREEN,3
BALDWYN,11
CASHTON,1
ISONVILLE,3
HOKES BLUFF,11
SHEPARDSVILLE,1
MINGO,2
CLEAR SPRING,13
SAINT MARIES,14
VIRGINVILLE,1
DAMERON,3
ROANN,2
ESTANCIA,6
SOUTHERN PINES,34
EAGLE LAKE,48
ADDIS,19
ELKINS,38
PERU,112
GRANT VALKARIA,32
FAIR HOPE,1
IUHIU,1
KNOTTSVILLE,1
PINGREE GROVE,45
LA GRANDE,25
BURDETTE,1
FREDERICTON,1
ENFIELD,166
FURLONG,37
COTTONWD HTS,6
RAVENSDALE,2
ANGELUS OAKS CA,1
WINSTON,57
COTTONWOOD,216
FRAMINGHAM,86
GAMBRILLS,50
GALLITZIN,3
BUNNLEVEL,7
SOUTH WEBSTER,8
GILSUM,1
WHITINSVILLE,12
FORT MORGAN,36
FRANKLIN,1042
PHILOMATH,21
LE ROY,37
WEST MIFFLIN,45
FOSTORIA,45
REPUBLIC,85
NEW PRESTON MARBLE DALE,1
WEST FRANKFORT,32
AUBURNTOWN,4
LOVILIA,1
STRONGSVILLE,130
MORROW,129
ANASTASIA IS,2
MONTGMRY,3
AVALON,40
MARCUS,2
DRUMMOND IS,1
MOUNT AYR,9
WINSTED,49
CARNEY,3
OXNARD,437
DEVON,13
SAINT-CYRILLE-DE-WENDOVER,1
SOUTH MAIN,1
OAKES,2
BUSHTON,3
CAPE MAY POINT,3
DIAMONDVILLE,1
LEBURN,1
WEST WARWICK,39
WYANO,1
BONE GAP,1
MOZIER,1
HOT SULPHUR,1
DARNESTOWN,8
BLAUVELT,9
WEST TAWAKONI,7
PROTEM,1
WILKES BARRE,94
TEMPLE TER,1
LINDENHURST,121
RANSOMVILLE,10
PINECREST,111
PROPHETSTOWN,10
CEDAR RAPIDS,357
LACONA,8
BLOOMINTGON,1
OCEAN GATE,11
MAIDSVILLE,5
ROTTERDAM,15
PLATTEKILL,1
KING WILLIAM,4
ANGEL FIRE,19
TAHOKA,9
WASHINGTON,1574
TRET,1
RIVER VALE,27
JENNERS,2
HOMOSASSA SPG,2
RAHWAY,72
HIGH ROLLS MOUNTIAN,1
LA SELVA BEACH,5
BELLOWS FALLS,13
TWN N CNTRY,4
CANNON AFB,3
FLOWEREE,1
WATERMAN,2
WESTON,563
BYRAM TOWNSHIP,17
PERRYTON,37
NEW SMYRNA,96
MARSHFIELD,156
KENOSHA,275
HOLMES BEACH,79
AUBURN,1134
NEWTON GROVE,7
HANOVER TOWNSHIP,27
UNIVERSITY PLACE,51
ESSINGTON,12
KERNERSVILLE,118
PENNINGTON,43
TAHOMA,24
ONEONTA,68
MATTAWA,10
NECEDAH,2
BELLAIRE,130
EDGEWATER PRK,1
MINOT,98
SEVEN POINTS,4
FAIRHAVEN,46
CAMBRIA HEIGHTS,25
NEW HOLSTEIN,11
VAUGHNSVILLE,1
BAVON,1
WEYAUWEGA,2
EDISTO,1
MINOA,15
BELLEVILLE,441
LOOKEBA,1
S GLENS FALLS,6
BERNHARDS BAY,3
WHARTON,74
SISTERSVILLE,4
MORRIS,112
ALBERTVILLE,110
MAUMEE,83
EAST SCHODACK,3
WEST LAKE HILLS,10
ELKO NEW MRKT,2
LIVINGSTON,367
HARBERT,1
LOCKRIDGE,1
WEXFORD,51
TESTING,1
WARTRACE,13
CEDAR FALLS,80
WATERFLOW,2
PARK RIDGE,161
BOLINGBROOK,287
LIBERTYVILLE,108
TEXTS,1
PLOVER,23
E WENATCHEE,14
PATTERSONVLE,2
DRESSER,8
OROVILLE,245
SOCORRO,120
ELK RIDGE,18
EAST MEADOW,85
NAHUNTA,12
SERGEANT BLUFF,11
JHDSJHD,1
KNOB NOSTER,17
MARSING,7
UNDERHILL,3
VALLEY FALLS,14
WAPWALLOPEN,5
W DAVENPORT,1
DEATSVILLE,44
DALBO,1
HANKSVILLE,1
TWENTYNIN PLM,11
ELLIOTT,6
SAVONA,6
SEBASTIAN,562
BOSTIC,11
LOCKE,2
FERN BCH,64
RAYTOWN,119
WABASSO,2
DOWNERS GROVE,200
RINGWOOD,45
BURKE,119
WASKOM,18
WINNIE,25
BRIGHTON,455
STAR TANNERY,1
FORT MADISON,46
HIGHLAND CITY,3
LONGWOOD,355
MOUNT VISION,2
ORRINGTON,8
MC HENRY,9
CHAMERINO,1
ELEVA,5
PORT SAINT JOE,71
BILLINGSLEY,5
SHERRARD,8
LEOMINSTER,53
HITTERDAL,1
SWOYERSVILLE,17
PALM BCH GDNS,195
KELSO,64
MAYVIEW,2
WEST PLAINS,40
STOCKLAND,1
HUTCHINSON IS,1
CONGRESS,13
PINE LAKE,4
CHRISTIANSBURG,62
LAKE LUZERNE,7
SAYREVILLE,58
URBANCREST,1
HANKAMER,2
CARUTHERSVILLE,6
MCALESTER,82
MC MURRAY,4
HOLLAND,267
CANAAN,22
DU BOIS,18
QUAKERTOWN,118
AHEBORO,1
GLADSTONE,94
PLEASANT MOUNT,1
FORT GEORGE G MEADE,2
ARODA,3
BLACK DIAMOND,27
GILROY,278
ASHTON,30
ASSAWOMAN,1
MC CUNE,4
SHELTON,358
CHASKA,86
SPARROWS PT,4
SYDNEY,1
MC CONNELLSBURG,8
WOLVERTON,3
ASH FLAT,3
PENDELTON,1
RUSSIAVILLE,16
NORTH BANGOR,3
INTERLAKEN,7
TALCO,4
TONKAWA,5
HOPELAWN,3
MTN HOME,2
EAST WAREHAM,6
EDMONTON,12
CLARKRANGE,7
S JORDAN,1
NEW ROADS,10
ROCKY FACE,20
THOMPSON,34
SCHOOLCRAFT,11
WINNER,8
COYOTE,1
CAREY,20
BURNT HILLS,6
IRMO,113
FORT EUSTIS,3
CARET,1
NOOKSACK,2
ANDREAS,1
BORREGO SPRINGS,23
COMPTOM,1
CASTALIN SPGS,4
MOUNTAIN LAKE PARK,3
COMPTON,346
GALLANT,2
ROSE HILL,50
CANADA,1
FILION,1
MARILLA,7
BETHEL HEIGHTS,6
SPRING BROOK TOWNSHIP,7
RUIDOSO DOWNS,8
MINIER,4
BARNEVELD,12
TROY,756
CANTRALL,2
STOCKTON SPRINGS,3
STAFFORD TWP,2
KETCHIKAN,6
DOUDS,1
WEBBER,1
BRANCH,9
SARANAC,19
FIFE,23
MILLBROOK,44
CASSELTON,3
MONETA,37
PINE HAVEN,2
ACCIDENT,3
MONTAIN VIEW,1
MASONVILLE,1
MORRAL,4
HALLIEFORD,1
IRON,2
BOSTON,422
PAWNEE ROCK,2
HOLT,69
PENNVILLE,4
BALDWIN,115
HEMPHILL,23
ROBESONIA,14
SAN FIDEL,1
CLAYMONT,31
GWYNN,6
MONETT,30
LIVONIA,300
N JUDSON,1
HOME,5
KAMUELA,15
WAYCROSS,87
BALDWINSVILLE,63
PACIFIC CITY,6
SABULA,2
SUNBURST,2
MEGGETT,6
ABINGDON,197
VELMA,2
TALPA,1
WILLIAMS BAY,15
FRANKLIN PARK,94
KLONDIKE,2
RICHTON PARK,46
SHREVEPORT,458
BURAS,16
SCOOBA,1
HOPE,67
MERLIN,5
ROGGEN,1
KENNEY,6
DORNSIFE,1
ORFORDVILLE,12
CAPTIVA,16
HARDYVILLE,1
HELTON,1
KENNER,147
WILMORE,15
TUCKER,141
LATROBE,50
JUPITER INLET COLONY,1
SOUTH SIOUX CITY,78
HOOD,1
SLINGER,24
OXON HILL,57
COTTAGE GROVE,188
SHAWNEE MISSION,14
FUNKSTOWN,4
S COFFEYVILLE,3
CONCONULLY,3
CANASERAGA,2
LAKEWOOD VILLAGE,4
WHEELING,191
COHOCTON,5
RAGLAND,8
N COLLEGE HL,1
OGLALA,2
FRENCH CAMP,8
WAITSBURG,4
EVERGREEN PARK,45
ENGLISH,10
SAN JOAQUIN,9
EWELL,1
LEWISVILLE,605
SAYLORVILLE,1
EAGLE BEND,2
DUNNSVILLE,1
ASHLAND,416
EAST DENNIS,4
RANGER,23
ASHERTON,3
FERRUM,7
MAKOTI,2
KARTHAUS,1
ARANSAS PASS,62
SALSBURY,1
GUILDHALL,1
SKYFOREST,1
GARDNERS,8
NASONS,1
WAPELLO,10
BOWERSVILLE,6
MIFFLINBURG,16
ADRIAN,98
INCLINE VILLAGE,31
SULLY,2
PILOT MTN,1
WATERLOO,255
MAHANOY CITY,5
ANCHORAGE,272
AVONDALE EST,9
WAPELLA,3
